"","PROFILE_CODE","WEIGHT_PERCENT","UNCERTAINTY_PERCENT","SPECIES_NAME","SYMBOL","PROFILE_NAME","PROFILE_TYPE","TOTAL","REGION","CATEGORY_LEVEL_1_Generation_Mechanism","CATEGORY_LEVEL_2_Sector_Equipment","CATEGORY_LEVEL_3_.Fuel_Product"
"281348","95502",0.341176471,0.176470588,"Nitrate","NO3-","Agricultural Burning - Rice Straw - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Rice Straw"
"281350","95503",1.25,1.083333333,"Sodium ion","Na+","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281351","95503",2,0.583333333,"Sulfate","SO4=","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281353","95503",0.009166667,0.010833333,"Zinc","Zn","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281354","95503",1,1,"Ammonium","NH4+","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281356","95503",2.333333333,1,"Potassium ion","K+","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281357","95503",0.733333333,0.358333333,"Calcium ion","Ca+2","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281358","95503",0.091666667,0.066666667,"Magnesium ion","Mg+2","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281361","95503",0.003166667,0.001166667,"Potassium","K","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281362","95503",0.0325,0.044166667,"Arsenic","As","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281365","95503",0.044166667,0.040833333,"Bromine","Br2","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281366","95503",6.75,3.5,"Chloride ion","Cl-","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281367","95503",0.001416667,0.003083333,"Chromium","Cr","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281368","95503",0.016666667,0.0125,"Iron","Fe","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281369","95503",0.065,0.085833333,"Lead","Pb","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281370","95503",0.005166667,0.004166667,"Manganese","Mn","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281371","95503",0.00225,0.002666667,"Nickel","Ni","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281372","95503",0.175,0.1,"Nitrate","NO3-","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281373","95503",0.00275,0.000833333,"Copper","Cu","Agricultural Burning - Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Corn Stalk"
"281375","95504",0.103773585,0.08490566,"Magnesium ion","Mg+2","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281376","95504",1.603773585,1.226415094,"Sulfate","SO4=","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281378","95504",0.025471698,0.038679245,"Zinc","Zn","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281379","95504",1.226415094,0.943396226,"Sodium ion","Na+","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281380","95504",5.566037736,5.283018868,"Potassium ion","K+","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281381","95504",0.764150943,0.490566038,"Calcium ion","Ca+2","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281384","95504",0.007169811,0.006792453,"Potassium","K","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281385","95504",1.41509434,0.943396226,"Ammonium","NH4+","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281387","95504",0.028301887,0.027358491,"Bromine","Br2","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281388","95504",0.009056604,0.02754717,"Arsenic","As","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281392","95504",12.26415094,7.547169811,"Chloride ion","Cl-","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281393","95504",0.005660377,0.010566038,"Chromium","Cr","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281394","95504",0.016981132,0.030188679,"Copper","Cu","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281395","95504",0.004433962,0.004433962,"Manganese","Mn","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281396","95504",0.031132075,0.052830189,"Lead","Pb","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281397","95504",0.226415094,0.122641509,"Nitrate","NO3-","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281398","95504",0.004811321,0.006226415,"Nickel","Ni","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281399","95504",0.014150943,0.012264151,"Iron","Fe","Agricultural Burning Composite - Wheat Straw, Rice Straw and Corn Stalk - China","PM-AE6",100,"China","Combustion","Biomass Burning; Agriculture","Wheat Straw; Rice Straw; Corn Stalk"
"281924","95795",0.000514177,0.000390006,"Selenium","Se","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281925","95795",5.87024297,0.636040227,"Potassium ion","K+","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281927","95795",0.807215052,0.104866724,"Sulfate","SO4=","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281928","95795",0.568796854,0.045581669,"Sulfur","S","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281929","95795",0.010542054,0.00981669,"Tin","Sn","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281931","95795",0.000205415,0.000118596,"Vanadium","V","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281933","95795",0.030804216,0.008507464,"Zinc","Zn","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281934","95795",3.799020722,0.552497361,"Ammonium","NH4+","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281939","95795",0.02118342,0.012230253,"Antimony","Sb","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281943","95795",0.001848238,0.001179729,"Chromium","Cr","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281944","95795",6.242593326,0.686721333,"Potassium","K","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281946","95795",0.00255627,0.001475863,"Cadmium","Cd","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281947","95795",12.73241072,1.314298175,"Chloride ion","Cl-","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281948","95795",0.000844482,0.000487562,"Arsenic","As","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281949","95795",0.000799705,0.001214205,"Copper","Cu","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281953","95795",0.001993755,0.003066619,"Lead","Pb","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281954","95795",0.001366663,0.000789043,"Magnesium","Mg","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281955","95795",0.000775441,0.001774673,"Manganese","Mn","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281956","95795",0.002829622,0.001633683,"Mercury","Hg","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281957","95795",0.000623674,0.000360079,"Nickel","Ni","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281958","95795",0.34898744,0.202267421,"Nitrate","NO3-","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281959","95795",0.004825371,0.002788134,"Iron","Fe","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281960","95795",0.007684472,0.004436632,"Calcium","Ca","Grass Fire-Flaming-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"281963","95796",0.000612962,0.000516784,"Tin","Sn","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281964","95796",0.143853097,0.025138047,"Sulfur","S","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281965","95796",0.119931927,0.018338371,"Sulfate","SO4=","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281967","95796",0.000644374,0.000441187,"Silicon","Si","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281969","95796",2.86486e-05,1.65403e-05,"Vanadium","V","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281970","95796",0.000117778,6.7999e-05,"Selenium","Se","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281972","95796",0.004324627,0.002211014,"Zinc","Zn","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281973","95796",0.000200477,0.00023881,"Zirconium","Zr","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281974","95796",0.265664685,0.117835524,"Ammonium","NH4+","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281978","95796",0.634654723,0.1544053,"Potassium ion","K+","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281980","95796",0.674745102,0.179429958,"Potassium","K","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281982","95796",0.000101996,5.88875e-05,"Cobalt","Co","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281984","95796",0.000195302,0.000112758,"Phosphorus","P","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281985","95796",0.002184616,0.001437179,"Cadmium","Cd","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281986","95796",0.00784209,0.004527633,"Calcium","Ca","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281987","95796",0.00029081,0.000167899,"Chromium","Cr","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281988","95796",0.000601241,0.000347126,"Aluminum","Al","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281989","95796",6.04804e-05,3.49184e-05,"Copper","Cu","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281991","95796",0.000867503,0.000417294,"Iron","Fe","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281993","95796",5.23693e-05,0.0002873,"Lead","Pb","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281994","95796",0.000447329,0.000258266,"Manganese","Mn","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281995","95796",0.000298234,0.000172186,"Mercury","Hg","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281996","95796",0.000348934,0.000201457,"Molybdenum","Mo","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281997","95796",5.61785e-05,3.24347e-05,"Nickel","Ni","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"281998","95796",0.152291687,0.030323511,"Nitrate","NO3-","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"282000","95796",1.550383814,0.520743273,"Chloride ion","Cl-","Grass Fire-Smoldering-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Smoldering"
"282003","95797",0.408669584,0.169689685,"Sulfur","S","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282004","95797",0.974225428,0.474481003,"Sulfate","SO4=","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282006","95797",0.011835974,0.006833503,"Sodium","Na","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282010","95797",2.039082271,2.321186467,"Silicon","Si","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282011","95797",0.019229636,0.009006548,"Zinc","Zn","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282012","95797",0.000637109,0.000447359,"Zirconium","Zr","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282013","95797",0.268285876,0.563151447,"Ammonium","NH4+","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282018","95797",3.568852319,1.384202275,"Potassium ion","K+","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282020","95797",5.077640441,2.862274561,"Potassium","K","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282023","95797",0.020803379,0.078477899,"Phosphorus","P","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282024","95797",0.069170583,0.124561193,"Aluminum","Al","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282026","95797",0.006994329,0.004038178,"Cadmium","Cd","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282027","95797",0.523920142,1.695762166,"Calcium","Ca","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282028","95797",2.738331329,1.49173481,"Chloride ion","Cl-","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282029","95797",0.000665281,0.0003841,"Chromium","Cr","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282030","95797",0.000352175,0.000436447,"Copper","Cu","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282035","95797",0.000498004,0.00092023,"Lead","Pb","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282036","95797",0.20324289,0.25551124,"Magnesium","Mg","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282037","95797",0.013637198,0.034498949,"Manganese","Mn","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282038","95797",0.000604915,0.000349248,"Mercury","Hg","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
"282039","95797",0.000298229,0.000172183,"Molybdenum","Mo","Grass Fire-Field-Oregon AE6","PM-AE6",100,"Oregon","Combustion","Biomass Burning; Wildfire","Flaming"
